Title,Year,Duration,MostLiked,Description,Director,FullCast,GenreFull,AboutFull,Age
Night of Knots,2018.0,92,0.0,Two exes run into each other at a wedding hall and realize they still harbor romantic feelings. The one problem? They just got married to other people.,['Hakan Algül'],"['Şahin Irmak,', 'İrem Sak,', 'Gonca Vuslateri,', 'Emre Karayel,', 'Duygu Yetiş,', 'Onur Buldu,', 'Salih Kalyon,', 'Bilge Şen,', 'Nilgün Belgün,', 'Hakan Akın']","['Turkish,', 'Romantic Comedies,', 'Comedies,', 'Romantic Movies']","['Goofy,', 'Romantic']",16
No Other Woman,2011.0,102,0.0,"A happily married man gives in to temptation when a wealthy client pursues him, setting off a torrid love triangle.",['Ruel S. Bayani'],"['Cristine Reyes,', 'Derek Ramsay,', 'Anne Curtis,', 'Tirso Cruz III,', 'Carmi Martin,', 'John Arcilla,', 'Ron Morales,', 'Marlann Flores,', 'Kat Alano']","['Filipino,', 'Dramas,', 'Romantic Movies']","['Emotional,', 'Romantic']",13
No Strings Attached,2011.0,109,0.0,"Emma and Adam strike up a purely physical relationship — no lying, no jealousy, no intimacy. But unexpected feelings soon complicate their arrangement.",['Ivan Reitman'],"['Natalie Portman,', 'Ashton Kutcher,', 'Kevin Kline,', 'Cary Elwes,', 'Greta Gerwig,', 'Lake Bell,', 'Olivia Thirlby,', 'Ludacris,', 'Jake Johnson,', 'Mindy Kaling,', 'Talia Balsam']","['Romantic Comedies,', 'Comedies,', 'Romantic Movies']","['Irreverent,', 'Romantic']",16
The Notebook,2004.0,123,0.0,Two young lovers are torn apart by war and class differences in the 1940s in this adaptation of Nicholas Sparks's best-selling novel.,['Nick Cassavetes'],"['Ryan Gosling,', 'Rachel McAdams,', 'James Garner,', 'Gena Rowlands,', 'James Marsden,', 'Kevin Connolly,', 'Sam Shepard,', 'Joan Allen,', 'David Thornton,', 'Jamie Anne Allman']","['Movies Based on Books,', 'Dramas,', 'Romantic Movies']","['Swoonworthy,', 'Intimate']",13
O Kadhal Kanmani,2015.0,133,0.0,"It's love at first sight for a young couple repelled by the concept of marriage, but their view shifts when they meet their older-couple neighbors.",['Mani Ratnam'],"['Dulquer Salmaan,', 'Nithya Menon,', 'Prakash Raj,', 'Leela Samson,', 'Vinodhini,', 'Ramya Subramanian,', 'Siva Ananth,', 'John Devasahayam,', 'Prabhu Lakshman']","['Indian,', 'Tamil-Language Movies,', 'Dramas,', 'Romantic Movies']","['Feel-Good,', 'Emotional,', 'Romantic']",13
Omar,2013.0,98,0.0,"With his girlfriend, Nadia, living on the other side of an Israeli-built boundary wall, young Palestinian Omar regularly scales it to visit her.",['Hany Abu-Assad'],"['Adam Bakri,', 'Leem Lubany,', 'Waleed Zuaiter,', 'Samer Bisharat,', 'Eyad Hourani']","['Social Issue Dramas,', 'Middle Eastern Movies,', 'Dramas,', 'Thriller Movies,', 'Romantic Movies']","['Gritty,', 'Suspenseful']",16
One by Two,2014.0,134,0.0,The lives of a Mumbai man and woman who are both dealing with issues intersect through a TV dance show that she wants to win but he wants to sabotage.,['Devika Bhagat'],"['Abhay Deol,', 'Preeti Desai,', 'Rati Agnihotri,', 'Lillete Dubey,', 'Jayant Kripalani,', 'Darshan Jariwala,', 'Anish Trivedi,', 'Geetika Tyagi,', 'Preetika Chawla,', 'Maya Sarao']","['Romantic Comedies,', 'Indian,', 'Hindi-Language Movies,', 'Bollywood Movies,', 'Comedies']","['Irreverent,', 'Emotional,', 'Romantic']",13
One More Try,2012.0,102,0.0,"When her son's condition becomes severe, a woman reconnects with the biological father. But the reunion puts a strain on their respective relationships.",['Ruel S. Bayani'],"['Angel Locsin,', 'Angelica Panganiban,', 'Dingdong Dantes,', 'Zanjoe Marudo,', 'Miguel Vergara,', 'Gina Pareño,', 'Carmina Villaroel,', 'Agot Isidro']","['Filipino,', 'Dramas,', 'Romantic Movies']","['Emotional,', 'Romantic']",13
One-Way to Tomorrow,2020.0,90,0.0,"Two strangers cross paths on a train en route to Izmir, bonding over their turbulent — and unexpectedly intertwined — romantic pasts.",['Ozan Açıktan'],"['Dilan Çiçek Deniz,', 'Metin Akdülger']","['Turkish,', 'Dramas,', 'Romantic Movies']","['Sentimental,', 'Emotional,', 'Romantic']",13
The Other,1999.0,106,0.0,"When a graduate student elopes with a plucky reporter, his wealthy, possessive mother connives with his militant brother-in-law to wreck the union.",['Youssef Chahine'],"['Nabila Ebeid,', 'Mahmoud Hemeida,', 'Hanan Turk,', 'Hani Salama,', 'Lebleba,', 'Hassan Abdel Hamid,', 'Ezzat Abu Ouf,', 'Ahmed Fouad Selim,', 'Amr Saad,', 'Ahmad Wafiq']","['Egyptian,', 'Social Issue Dramas,', 'Middle Eastern Movies,', 'Dramas,', 'Romantic Movies']","['Emotional,', 'Romantic']",13
Our Souls at Night,2017.0,103,0.0,"After widowed neighbors Addie and Louis begin sleeping in bed together platonically to alleviate their loneliness, a real romance begins to blossom.",['Ritesh Batra'],"['Robert Redford,', 'Jane Fonda,', 'Bruce Dern,', 'Matthias Schoenaerts,', 'Iain Armitage,', 'Judy Greer,', 'Phyllis Somerville']","['Movies Based on Books,', 'Dramas,', 'Romantic Movies']","['Intimate,', 'Heartfelt,', 'Romantic']",13
Pad Man,2018.0,130,0.0,"Despite public humiliation and resistance, an entrepreneur markets a hygienic, low-cost sanitary pad that even India's poorest women can afford.",['R. Balki'],"['Akshay Kumar,', 'Sonam Kapoor,', 'Radhika Apte,', 'Jyoti Subhash,', 'Urmila Mahanta,', 'Suneel Sinha,', 'Sanjay Singh,', 'Rakesh Chaturvedi Om']","['Social Issue Dramas,', 'Movies Based on Real Life,', 'Indian,', 'Hindi-Language Movies,', 'Bollywood Movies']","['Offbeat,', 'Inspiring,', 'Romantic']",13
Panipat - The Great Betrayal,2019.0,170,0.0,"In 18th-century India, a Maratha commander leads his army in preparation for a fierce battle against Afghan invaders in this film based on real events.",['Ashutosh Gowariker'],"['Arjun Kapoor,', 'Sanjay Dutt,', 'Kriti Sanon,', 'Zeenat Aman,', 'Mohnish Bahl,', 'Padmini Kolhapure,', 'Kunal Kapoor,', 'Suhasini Mulay']","['Military Movies,', 'Movies Based on Real Life,', 'Indian,', 'Hindi-Language Movies,', 'Bollywood Movies']","['Emotional,', 'Exciting,', 'Romantic']",16
Peralagan,2004.0,140,0.0,"Falling for a girl who is blind, an affable villager lies to her about his looks... until her vision is restored, and she confuses him with another man.",['Sasi Shankar'],"['Suriya,', 'Jothika,', 'Vivek']","['Romantic Comedies,', 'Indian,', 'Tamil-Language Movies,', 'Comedies,', 'Dramas']","['Sentimental,', 'Emotional,', 'Romantic']",13
The Perfect Picture: Ten Years Later,2019.0,147,0.0,"From flawed husbands to shaky finances, new complications test a close circle of friends who must lean on each other in a new decade of their lives.",['Shirley Frimpong-Manso'],"['Jackie Appiah,', 'Naa Ashorkor Mensa-Doku,', 'Lydia Forson,', 'Adjetey Anang,', 'Richard Mofe-Damijo,', 'Chris Attoh,', 'Gideon Okeke,', 'Joselyn Dumas,', 'John Dumelo,', 'Beverly Naya']","['Romantic Comedies,', 'African Movies,', 'Comedies,', 'Dramas,', 'Romantic Movies']",['Romantic'],16
Phir Bhi Dil Hai Hindustani,2000.0,158,0.0,"In this Bollywood entertainment, two journalists, Ajay and Ria, work for rival TV stations and compete heavily to mask their feelings for each other.",['Aziz Mirza'],"['Shah Rukh Khan,', 'Juhi Chawla,', 'Paresh Rawal,', 'Satish Shah,', 'Dalip Tahil,', 'Govind Namdeo,', 'Smita Jaykar,', 'Shakti Kapoor,', 'Johny Lever']","['Romantic Comedies,', 'Social Issue Dramas,', 'Indian,', 'Hindi-Language Movies,', 'Bollywood Movies']","['Emotional,', 'Exciting,', 'Romantic']",13
Phone Swap,2012.0,111,0.0,A fashion designer and an arrogant businessman reluctantly try to help each other after accidentally swapping phones in the airport.,['Kunle Afolayan'],"['Wale Ojo,', 'Nse Ikpe-Etim,', 'Lydia Forson,', 'Joke Silva,', 'Chika Okpala,', 'Ada Ameh,', 'Hafeez Oyetoro,', 'Chika Chukwu']","['Romantic Comedies,', 'Nollywood,', 'African Movies,', 'Comedies,', 'Romantic Movies']","['Charming,', 'Feel-Good,', 'Romantic']",13
PhotoCopy,2016.0,138,0.0,"Posing as her bubbly identical twin for a quiz contest, a shy student crushes on a fellow participant, who falls for her — thinking she’s her sister.",['Vijay Maurya'],"['Parna Pethe,', 'Chetan Chitnis,', 'Anshuman Joshi,', 'Aashay Kulkarni,', 'Vandana Gupte,', 'Girish Oak']","['Romantic Comedies,', 'Indian,', 'Marathi-Language Movies,', 'Comedies,', 'Dramas']","['Emotional,', 'Romantic']",13
Posesif,2017.0,101,0.0,A student diver risks her scholastic future and relationship with her father when she dates a moody transfer student consumed by their romance.,['Edwin'],"['Putri Marino,', 'Adipati Dolken,', 'Gritte Agatha,', 'Chicco Kurniawan,', 'Yayu Unru,', 'Cut Mini Theo,', 'Ismail Basbeth,', 'Maulidina K. Putri']","['Indonesian,', 'Teen Movies,', 'Dramas,', 'Romantic Movies']","['Emotional,', 'Romantic']",13
Pride & Prejudice,2005.0,126,1.0,"In Jane Austen's tale of 19th-century England, Mrs. Bennet hopes to marry her daughters to prosperous gentlemen, including new arrival Mr. Darcy.",['Joe Wright'],"['Keira Knightley,', 'Matthew Macfadyen,', 'Brenda Blethyn,', 'Donald Sutherland,', 'Rosamund Pike,', 'Jena Malone,', 'Tom Hollander,', 'Penelope Wilton,', 'Judi Dench,', 'Kelly Reilly,', 'Claudie Blakley,', 'Carey Mulligan']","['Social Issue Dramas,', 'British,', 'Period Pieces,', 'Movies Based on Books,', 'Dramas']","['Swoonworthy,', 'Intimate,', 'Romantic']",13
Qarib Qarib Singlle,2017.0,119,0.0,"After reluctantly joining a dating app, a 35-year-old widow accompanies an easygoing poet on a trip to visit three of his exes.",['Tanuja Chandra'],"['Irrfan Khan,', 'Parvathy,', 'Neha Dhupia,', 'Pushtii Shakti,', 'Luke Kenny,', 'Siddharth Menon,', 'Bajrangbali Singh,', 'Brijendra Kala']","['Romantic Comedies,', 'Indian,', 'Hindi-Language Movies,', 'Bollywood Movies,', 'Comedies']",['Romantic'],13
Qismat,2018.0,137,0.0,"A young villager moves to Chandigarh and falls for his bubbly neighbor, but their love story is affected by several heartbreaking twists of fate.",['Jagdeep Sidhu'],"['Ammy Virk,', 'Sargun Mehta,', 'Guggu Gill,', 'Tania,', 'Harby Sangha,', 'Hardeep Gill,', 'Sukhdev Barnala,', 'Satwant Kaur,', 'Baljinder Kaur,', 'Jashanjeet Gosha']","['Indian,', 'Punjabi-Language Movies,', 'Dramas,', 'Romantic Movies']","['Sentimental,', 'Emotional,', 'Romantic']",13
Radhe Shyam (Hindi),2022.0,138,0.0,"Convinced he isn't destined for love, a renowned palmist must question everything he believes when he falls for a doctor with an uncertain future.",['Radha Krishna Kumar'],"['Prabhas,', 'Pooja Hegde,', 'Sathyaraj,', 'Bhagyashree,', 'Sachin Khedekar,', 'Kunaal Roy Kapur,', 'Riddhi Kumar,', 'Murli Sharma']","['Indian,', 'Hindi-Language Movies,', 'Bollywood Movies,', 'Dramas,', 'Romantic Movies']","['Emotional,', 'Romantic']",13
Rajma Chawal,2018.0,118,0.0,"Hoping to revive his relationship with his resentful millennial son, an internet-rookie widower assumes the online persona of a young woman.",['Leena Yadav'],"['Rishi Kapoor,', 'Anirudh Tanwar,', 'Amyra Dastur,', 'Jitendra Shastri,', 'Aparshakti Khurana,', 'Harish Khanna,', 'Manu Rishi Chadha,', 'Nirmal Rishi,', 'Sheeba Chaddha,', 'Adil Hussain,', 'Rahul Ram,', 'Mukesh Chhabra']","['Romantic Comedies,', 'Indian,', 'Hindi-Language Movies,', 'Bollywood Movies,', 'Comedies']","['Heartfelt,', 'Feel-Good,', 'Emotional']",16
Rebecca,2020.0,123,0.0,"A young newlywed moves to her husband's imposing estate, where she must contend with his sinister housekeeper and the haunting shadow of his late wife.",['Ben Wheatley'],"['Lily James,', 'Armie Hammer,', 'Kristin Scott Thomas,', 'Keeley Hawes,', 'Ann Dowd,', 'Sam Riley,', 'Tom Goodman-Hill,', 'Mark Lewis Jones,', 'John Hollingworth,', 'Bill Paterson']","['Mysteries,', 'Movies Based on Books,', 'Dramas,', 'Thriller Movies,', 'Romantic Movies']","['Chilling,', 'Suspenseful']",13
Remains of Fairy Tales,2020.0,98,0.0,"A passionate romance evolves between a university faculty and a graduate student, but there's more to their relationship than meets the eye.",['Mustafa Uğur Yağcıoğlu'],"['Özgür Çevik,', 'İlayda Akdoğan,', 'Tuba Ünsal,', 'Anıl Altınöz,', 'Eda Akalın,', 'Gülin İyigün,', 'Cansu Melis Karakuş,', 'Kerem Poyraz Kayaalp']","['Turkish,', 'Dramas,', 'Romantic Movies']",['Romantic'],13
Ride or Die,2021.0,142,0.0,"Rei helps the woman she’s been in love with for years escape her abusive husband. While on the run, their feelings for each other catch fire.",['Ryuichi Hiroki'],"['Kiko Mizuhara,', 'Honami Sato,', 'Yoko Maki,', 'Anne Suzuki,', 'Tetsushi Tanaka,', 'Sara Minami,', 'Yui Uemura,', 'Shinya Niiro,', 'Shunsuke Tanaka,', 'Setsuko Karasuma']","['Japanese,', 'LGBTQ Movies,', 'Dramas,', 'Romantic Movies']","['Steamy,', 'Intimate,', 'Romantic']",18
Saawariya,2007.0,137,0.0,"In this timeless tale of forbidden love, free-spirited artist Raj arrives in an enchanted village and falls for the beautiful yet mysterious Sakina.",['Sanjay Leela Bhansali'],"['Ranbir Kapoor,', 'Sonam Kapoor,', 'Salman Khan,', 'Rani Mukerji,', 'Zohra Sehgal,', 'Begum Para']","['Movies Based on Books,', 'Indian,', 'Hindi-Language Movies,', 'Bollywood Movies,', 'Romantic Movies']",['Romantic'],13
Sakaling Maging Tayo,2019.0,90,0.0,"A college student seizes his chance with a crush when an unexpected encounter turns into a night of bold dares, deep confessions and possible romance.",['JP Habac'],"['McCoy De Leon,', 'Elisse Joson,', 'Bembol Roco,', 'Chai Fonacier,', 'Paulo Angeles,', 'Markus Paterson,', 'Milo Elmido Jr.']","['Filipino,', 'Romantic Movies']","['Sentimental,', 'Feel-Good,', 'Romantic']",13
A Second Chance,2015.0,129,0.0,"Following their storybook wedding, Popoy and Basha find married life -- and starting a business together -- more challenging than they ever imagined.",['Cathy Garcia-Molina'],"['John Lloyd Cruz,', 'Bea Alonzo,', 'Dimples Romana,', 'Janus del Prado,', 'James Blanco,', 'Ahron Villena,', 'Beatriz Saw,', 'Shamaine Centenera,', 'Khalil Ramos,', 'Billy Crawford,', 'Al Tantay,', 'Arci Muñoz']","['Filipino,', 'Dramas,', 'Romantic Movies']","['Sentimental,', 'Emotional,', 'Romantic']",13
Sense and Sensibility,1995.0,136,0.0,"Facing poverty after their father's death, three sisters are obliged to rely on the generosity of others in this adaptation of the Jane Austen novel.",['Ang Lee'],"['Emma Thompson,', 'Alan Rickman,', 'Kate Winslet,', 'Hugh Grant,', 'James Fleet,', 'Tom Wilkinson,', 'Harriet Walter,', 'Gemma Jones,', 'Emilie François,', 'Elizabeth Spriggs,', 'Robert Hardy,', 'Ian Brimble,', 'Greg Wise,', 'Imelda Staunton,', 'Imogen Stubbs,', 'Hugh Laurie']","['Social Issue Dramas,', 'British,', 'Period Pieces,', 'Movies Based on Books,', 'Dramas']",['Romantic'],7
Shanghai Fortress,2019.0,107,0.0,A young man falls for a heroic general and soon follows her footsteps as humans defend Earth against extraterrestrials seeking a precious energy source.,['Teng Huatao'],"['Lu Han,', 'Shu Qi,', 'Shi Liang,', 'Godfrey Gao,', 'Wang Gongliang,', 'Wang Sen,', 'Sun Jialing,', 'Vincent Matile']","['Sci-Fi Movies,', 'Movies Based on Books,', 'Chinese Movies,', 'Romantic Movies']","['Inspiring,', 'Exciting,', 'Romantic']",13
She's Dating the Gangster,2014.0,113,0.0,"To make another woman jealous, a campus heartthrob asks a fellow student to be his pretend girlfriend, but fate has other plans for the fake couple.",['Cathy Garcia-Molina'],"['Kathryn Bernardo,', 'Daniel Padilla,', 'Richard Gomez,', 'Dawn Zulueta,', 'Sofia Andres,', 'Khalil Ramos,', 'Ian Veneracion,', 'Pamu Pamorada,', 'Igi Boy Flores,', 'Marco Gumabao']","['Filipino,', 'Teen Movies,', 'Movies Based on Books,', 'Dramas,', 'Romantic Movies']","['Swoonworthy,', 'Feel-Good']",13
She's the One,2013.0,110,0.0,"When his best friend gets stranded in the rain and becomes the subject of a romantic viral video, a morning show host must confront his true feelings.",['Mae Czarina Cruz'],"['Bea Alonzo,', 'Dingdong Dantes,', 'Enrique Gil']","['Filipino,', 'Dramas,', 'Romantic Movies']","['Quirky,', 'Feel-Good,', 'Romantic']",13
Shikara,2020.0,114,0.0,A couple must strive to remain resilient after regional hostilities drive them from their beloved home into a refugee camp.,['Vidhu Vinod Chopra'],"['Aadil Khan,', 'Sadia Khateeb,', 'Zain Khan Durrani,', 'Priyanshu Chatterjee,', 'Bhavna Chauhan,', 'Ashwin Dhar,', 'Farid Azad Khan,', 'Saghar Sehrai']","['Indian,', 'Hindi-Language Movies,', 'Bollywood Movies,', 'Dramas,', 'Romantic Movies']","['Emotional,', 'Romantic']",13
Shimla Mirchi,2020.0,114,0.0,"A young man who gets tongue-tied around women writes a love letter to his crush, but it ends up in the hands of her mother, who thinks it's for her.",['Ramesh Sippy'],"['Rajkummar Rao,', 'Tarun Wadhwa,', 'Rakul Preet Singh,', 'Kiran Juneja,', 'Hema Malini,', 'Kamlesh Gill,', 'Shakti Kapoor,', 'Kanwaljeet Singh']","['Romantic Comedies,', 'Indian,', 'Hindi-Language Movies,', 'Bollywood Movies,', 'Comedies']","['Charming,', 'Romantic']",13
Shubh Aarambh,2017.0,127,0.0,"As her own wedding looms on the horizon, a marriage counselor strives to save her future in-laws' crumbling relationship.",['Amit Barot'],"['Harsh Chhaya,', 'Prachi Shah,', 'Bharat Chawda,', 'Deeksha Joshi,', 'Aarjav Trivedi,', 'Prashant Barot,', 'Harsha Bhavsar']","['Indian,', 'Dramas,', 'Romantic Movies']","['Quirky,', 'Romantic']",7
Shyam Singha Roy,2021.0,154,0.0,A budding filmmaker accused of plagiarizing his movie’s story dives deep into his past and discovers a transcendental connection to the source material.,['Rahul Sankrityan'],"['nani,', 'Sai Pallavi,', 'Krithi Shetty,', 'Madonna Sebastian,', 'Murli Sharma']","['Courtroom Movies,', 'Indian,', 'Telugu-Language Movies,', 'Dramas,', 'Romantic Movies']","['Emotional,', 'Romantic']",13
"Sí, Mi Amor",2020.0,107,0.0,A blindsided boyfriend must prove his fidelity when his girlfriend spontaneously dumps him after suspecting him of cheating.,['Pedro Flores Maldonado'],"['Yiddá Eslava,', 'Julián Zucchi,', 'Andrés Salas,', 'Magdyel Ugaz,', 'Pietro Sibille,', 'Saskia Bernaola,', 'Sebastián Monteghirfo,', 'Mayra Olivera']","['Peruvian,', 'Romantic Comedies,', 'Comedies,', 'Romantic Movies']",['Romantic'],13
Slay,2021.0,85,0.0,"In pursuit of both success and validation, a group of tech-savvy individuals juggle intimate encounters, first impressions and romantic opportunities.",['Adze Ugah'],"['Enhle Mbali,', 'Ramsey Nouah,', 'Dawn Thandeka Kang,', 'Idris Sultan,', 'Tumi Morake,', 'Trevor Gumbi,', 'Lillian Dube,', 'Kaly Bossy Asante,', 'Shaleen Surtie,', 'Fabian Lojege']","['South African,', 'Romantic Comedies,', 'African Movies,', 'Comedies,', 'Romantic Movies']","['Goofy,', 'Romantic']",16
Someone Great,2019.0,92,0.0,"On the heels of a blindsiding breakup, music journalist Jenny braces for a new beginning -- and one last adventure with her closest friends.",['Jennifer Kaytin Robinson'],"['Gina Rodriguez,', 'Brittany Snow,', 'DeWanda Wise,', 'LaKeith Stanfield,', 'RuPaul Charles,', 'Peter Vack,', 'Alex Moffat,', 'Rosario Dawson,', 'Rebecca Naomi Jones,', 'Jaboukie Young-White,', 'Michelle Buteau,', 'Questlove']","['Romantic Comedies,', 'Comedies,', 'Romantic Movies']",['Romantic'],16
Sonsuz Aşk,2017.0,114,0.0,"Sparks fly when a humble housekeeper crosses paths with a wealthy surgeon, but a devastating truth puts their relationship to the test",['Ahmet Katıksız'],"['Fahriye Evcen,', 'Murat Yıldırım']","['Turkish,', 'Social Issue Dramas,', 'Dramas,', 'Romantic Movies']","['Emotional,', 'Romantic']",13
Soulmate,2020.0,106,0.0,"After his wife dies on their honeymoon, a deeply affected widower seeks the help of a therapist who proposes an unconventional method to treat him.",['Othman Abu Laban'],"['Hasan Al Raddad,', 'Amina Khalil,', 'Aïcha Ben Ahmed,', 'Ragaa Al-Geddawy,', 'Hanan Sulieman,', 'Bayoumi Fouad,', 'Nehal Anbar,', 'Mamdouh Al Shennawi,', 'Merna Gamel,', 'Dalia Shawky']","['Egyptian,', 'Middle Eastern Movies,', 'Dramas,', 'Romantic Movies']",['Romantic'],13
SPF-18,2017.0,75,0.0,A summer housesitting opportunity at a celebrity's swanky Malibu beach house marks a turning point in the lives of four artistically minded teenagers.,['Alex Israel'],"['Carson Meyer,', 'Noah Centineo,', 'Bianca Santos,', 'Jackson White,', 'Sean Russel Herman,', 'Rosanna Arquette,', 'Molly Ringwald,', 'Pamela Anderson,', 'Keanu Reeves,', 'Goldie Hawn']","['Teen Movies,', 'Dramas,', 'Sports Movies,', 'Romantic Movies']",['Romantic'],13
